Shot,Lineage,X,Y,Z,SOX2,POU5F1,TFAP2C,TFAP2A,VTCN1,T,MIXL1,OTX2
240_B,EmDisc_CS6,20.1725361,15.744448,-59.9518305,1.20456414,2.42981842,1.15880417,0.011410354,0.06120455,0.915321828,1.35741604,0
240_P,EmDisc_CS6,57.4694125,131.466202,-51.9544931,0,2.52200819,0.00755653,0.080138101,0.00755653,3.36246578,1.82387643,0
240_R,EmDisc_CS6,41.2073182,56.0552874,-49.0482933,0.563819066,2.75601086,0.005764811,0,0,2.81104505,1.78029148,0.005764811
240_T,EmDisc_CS6,30.1851207,-119.513882,-46.8269878,0.886683386,2.57880028,0.015645658,0,0.023377639,0.015645658,0.015645658,0.653610034
240_AB,EmDisc_CS6,-153.654159,-231.99666,-59.9730142,0,2.58428013,0.011450865,0,0.03396658,0,0.011450865,0
243_R,EmDisc_CS6,95.2409423,188.954917,-18.3060534,0.81150206,2.67484418,0.025089454,0.006331624,0.043501897,3.06820745,2.70460138,0.006331624
243_T,EmDisc_CS6,79.4323714,121.695548,-16.214119,0.639112451,2.62057771,0.712518701,0,0.007190205,0.950709766,1.6190399,0
243_V,EmDisc_CS6,56.3532591,58.0389915,-20.7565272,1.2155685,2.75610015,0.028320223,0.002390894,0,0.053594179,0.018968981,0
243_X,EmDisc_CS6,1.39180036,0.836366119,-14.2114009,1.47285228,0.83653507,0.376369352,0.012442413,0.006240558,3.03015511,0.006240558,0
243_Z,EmDisc_CS6,-78.5538665,-57.0096467,-18.8007524,1.49133809,2.43706226,0.024210154,0,0,0,0,0
243_AB,EmDisc_CS6,-77.2052879,-167.482463,15.0772274,1.77540493,2.16197491,0.10564238,0,0,0.201183116,0.201183116,0
243_AR,EmDisc_CS6,-6.61621564,-119.464552,-25.361185,1.1433745,2.96832875,0,0.006002617,0.006002617,0.017900827,0.006002617,0.124387593
246_AP,EmDisc_CS6,104.376513,185.116289,15.3215886,0.355860542,3.22272201,1.74902297,0.22828637,0.018817762,2.28672055,1.92158103,0.009453144
246_AV,EmDisc_CS6,-194.144472,-117.908774,31.0748682,1.28769262,2.46549839,0.005764004,0,0,0.169726506,0.017193287,0.088459825
246_AX,EmDisc_CS6,-3.93368542,-23.5932098,39.592734,1.43987934,2.15575132,0.281892983,0,0,0.052851248,0.017929242,0
246_AZ,EmDisc_CS6,132.047251,28.6400928,25.9712932,0.699488791,2.21881237,0,0,0,2.05793076,0.990486787,0
249_H,EmDisc_CS6,199.845092,215.167564,88.3334216,0,2.98496996,2.12841345,0.026511247,0.006693994,1.75360669,1.4470981,0
249_P,EmDisc_CS6,160.265808,125.926041,79.275658,1.87581836,1.57045569,0.019848235,0,0.019848235,1.10459982,2.08812124,0
249_R,EmDisc_CS6,116.057464,100.794865,85.4259383,1.03209527,2.57887347,0.209574852,0,0,0.355888518,0,0.127518875
249_Z,EmDisc_CS6,-116.984487,-44.7975463,88.2556266,0.808293451,2.53525602,0.024576998,0,0,0.335117054,0,0.830226439
252_N,EmDisc_CS6,-34.087351,-97.4248182,111.36255,2.22753468,2.68535916,0.521229995,0,0,0,0,0.018320284
252_P,EmDisc_CS6,-69.1343261,19.5567065,131.818505,1.22382041,2.54986722,0.054315358,0,0.013857912,0.105831923,0.013857912,0.027526404
252_R,EmDisc_CS6,6.7290398,83.7621097,127.990663,1.04191443,2.58810724,0.046909528,0,0,0,0.02840893,0.436647145
252_T,EmDisc_CS6,133.409257,128.681723,129.239122,1.14171358,2.03896468,0.019549608,0,0.048175578,0.066814213,0.111945334,0.009822577
252_AR,EmDisc_CS6,215.659368,158.011968,127.164572,1.46166034,2.49206364,0.800426187,0,0.046678708,0.201305315,2.07851408,0.046678708
255_S,EmDisc_CS6,77.0386086,45.3343703,170.229848,1.10817232,2.6392969,0.015644989,0.00524224,0,0.332321,0.015644989,0.418936898
255_U,EmDisc_CS6,125.736309,149.477272,184.266939,1.5200516,2.42926437,0.386397596,0.008696698,0,0.059346032,0.415641686,0.668892393
255_W,EmDisc_CS6,204.920367,209.334423,178.498504,1.39028839,2.84947511,0.176750944,0.037937939,0,1.58241136,0.505210943,0.037937939
255_AQ,EmDisc_CS6,24.6280485,-57.3501404,173.883169,1.38674505,2.8178463,0.060496926,0,0.012395721,0.293359684,0.29645545,0
237_G,EmDisc_CS6,28.7695557,65.6068114,-112.560054,0.0154474,1.43177265,1.8319716,0.667627815,0.533986644,1.64627332,0.005175692,0
237_S,EmDisc_CS6,-75.7399003,-164.989269,-117.928567,0.120732974,2.70394819,0.043298456,0.423022849,0.039052006,0.008810971,0.051737638,0
237_U,EmDisc_CS6,-50.0079122,-114.367237,-112.582562,0.007547521,0.915305256,0.010050755,0.005038005,0.005038005,0.762667343,2.15455562,0
237_Y,EmDisc_CS6,18.1575376,7.46715859,-112.3764,0,2.16604779,1.18691998,0,0,2.23355537,1.09922098,0
240_AK,PGC_CS6,117.969284,182.003448,-55.787773,0,2.79983777,0.002561829,0,0,2.51515939,2.47625258,0
243_O,PGC_CS6,18.979815,245.172272,-21.274969,0.103469704,1.55880421,2.18905169,0,0.030671136,1.86899147,0.06042948,0
243_Q,PGC_CS6,74.3760093,228.166165,-17.688969,0.025765076,2.10695183,0.959988577,0.006503771,0,2.93316821,2.48445388,0.006503771
246_AK,PGC_CS6,180.083821,183.364521,30.0850585,0,1.99746795,0.686149976,0,0.004575815,1.09848784,1.31978249,0
246_AM,PGC_CS6,131.239548,186.750458,22.949739,0.004430644,2.57568042,0.823673746,0.068637215,0,1.96151515,2.73006274,0
237_D,PGC_CS6,59.688396,177.190918,-61.465961,0,2.3328534,1.75693941,1.06870361,0.045935253,1.89793944,1.17092673,0
237_F,PGC_CS6,67.398209,169.917526,-59.504349,0,2.15514563,2.46439181,0.341547792,1.38268155,0.111547556,1.22938954,0
240_N,PGC_CS6,44.6547848,191.345859,-54.2138563,0,2.95352815,2.41792811,0,0,0.661947836,0.02363105,0
240_AJ,PGC_CS6,114.092421,177.354258,-49.315709,0,2.09459786,2.15498271,0,0,1.52239866,3.4630892,0
243_P,PGC_CS6,45.5885953,241.667924,-17.6611424,0.011729803,2.32269319,2.1081147,0,0,1.9895707,0.507261212,0
246_AN,PGC_CS6,145.170042,197.773165,27.9124856,0,2.28237646,2.09032981,0,0,2.20355597,1.98078246,0
246_AR,PGC_CS6,51.9398552,231.264632,-6.18191974,0,2.81046719,1.91393073,0.295044295,0.365503129,0.770244801,0.962363367,0
237_AA,PGC_CS6,71.254982,170.147186,-62.810699,0,1.47860366,0.010594049,0.227620513,0.021077039,3.35286266,1.15457488,0
237_AC,PGC_CS6,88.444939,180.109818,-81.477737,0,0.133545542,2.87942876,0.325453844,0.021742421,1.91572548,0.021742421,0.010930301
240_AO,SYS_CS6,173.955802,-66.5501179,-71.6953212,0,1.49554625,0.013616861,0,0,0.908532391,0.046869248,0
243_AM,SYS_CS6,238.413839,86.6597952,-33.4143696,0.028151604,0.041935686,0.028151604,0.041935686,0.055532348,0,0,0
243_AO,SYS_CS6,166.438576,-17.2035458,-54.552263,0.032468276,1.57673506,0.043060923,0,0,0.021762224,0.01094031,0
246_Q,SYS_CS6,36.0448728,-284.33295,28.8267054,0,0,0,0,0,0,0,0
246_U,SYS_CS6,223.681166,-73.1495006,30.4866578,0,0.008730729,0,0,0,0,0,0
252_AC,SYS_CS6,190.432463,-169.35001,124.01311,0,0.078998505,0.010222906,0,0.02034236,0.010222906,0.02034236,0
